time,latitude,longitude,value
2022-10-01,34.5,19.0,1.6931241402400086e-08
2022-10-01,34.5,19.25,9.304709496427714e-09
2022-10-01,34.5,19.5,9.416419697848088e-09
2022-10-01,34.5,19.75,1.4655721617328876e-08
2022-10-01,34.5,20.0,9.147710779968049e-09
2022-10-01,34.5,20.25,1.888276106337702e-08
2022-10-01,34.5,20.5,9.795051585659424e-09
2022-10-01,34.5,20.75,7.153139252435308e-09
2022-10-01,34.5,21.0,6.728439360905351e-09
2022-10-01,34.5,21.25,2.3296176787895978e-08
2022-10-01,34.5,21.5,1.79667873767877e-08
2022-10-01,34.5,21.75,7.692398618112244e-09
2022-10-01,34.5,22.0,1.1230684017446576e-08
2022-10-01,34.5,22.25,1.952912963406078e-08
2022-10-01,34.5,22.5,9.471795073905226e-09
2022-10-01,34.5,22.75,7.839718607955577e-09
2022-10-01,34.5,23.0,1.3032421246813002e-08
2022-10-01,34.5,23.25,2.080386566456032e-08
2022-10-01,34.5,23.5,2.4517356808833573e-08
2022-10-01,34.5,23.75,2.2881622282368165e-08
2022-10-01,34.5,24.0,3.617379833051408e-08
2022-10-01,34.5,24.25,3.89262550864962e-08
2022-10-01,34.5,24.5,3.724215963486264e-08
2022-10-01,34.5,24.75,3.9698064801249536e-08
2022-10-01,34.5,25.0,4.8764409101507496e-08
2022-10-01,34.5,25.25,4.8692238811078615e-08
2022-10-01,34.5,25.5,3.953567448551021e-08
2022-10-01,34.5,25.75,4.177841930907282e-08
2022-10-01,34.5,26.0,3.4703496907219935e-08
2022-10-01,34.5,26.25,2.1504258140034913e-08
2022-10-01,34.5,26.5,1.91865788176324e-08
2022-10-01,34.5,26.75,1.8476821662936712e-08
2022-10-01,34.5,27.0,2.0993487747998313e-08
2022-10-01,34.5,27.25,1.6135031571564907e-08
2022-10-01,34.5,27.5,1.9355253986786662e-08
2022-10-01,34.5,27.75,1.1725420947862364e-08
2022-10-01,34.5,28.0,1.3069484786811768e-08
2022-10-01,34.5,28.25,1.1044732163723211e-08
2022-10-01,34.75,19.0,1.145892416745288e-08
2022-10-01,34.75,19.25,1.2075375857690184e-08
2022-10-01,34.75,19.5,1.5720596914132015e-08
2022-10-01,34.75,19.75,1.86870942764715e-08
2022-10-01,34.75,20.0,8.789690249671311e-09
2022-10-01,34.75,20.25,2.085766698003771e-08
2022-10-01,34.75,20.5,1.6179266467476105e-08
2022-10-01,34.75,20.75,2.3029575095214936e-08
2022-10-01,34.75,21.0,2.141837161162177e-08
2022-10-01,34.75,21.25,1.0045665495387544e-08
2022-10-01,34.75,21.5,1.3726963460948045e-08
2022-10-01,34.75,21.75,1.1367891399866872e-08
2022-10-01,34.75,22.0,1.2482477542692132e-08
2022-10-01,34.75,22.25,9.582218326842161e-09
2022-10-01,34.75,22.5,1.1006667106082306e-08
2022-10-01,34.75,22.75,1.4306872553404361e-08
2022-10-01,34.75,23.0,1.3727257259129152e-08
2022-10-01,34.75,23.25,1.4868828389462173e-08
2022-10-01,34.75,23.5,2.2305926975046953e-08
2022-10-01,34.75,23.75,2.7150918833063322e-08
2022-10-01,34.75,24.0,3.093536269042484e-08
2022-10-01,34.75,24.25,4.553558935801257e-08
2022-10-01,34.75,24.5,4.9623817585836375e-08
2022-10-01,34.75,24.75,5.9260018292794556e-08
2022-10-01,34.75,25.0,5.5955016157477e-08
2022-10-01,34.75,25.25,6.293941762123676e-08
2022-10-01,34.75,25.5,5.156336164190903e-08
2022-10-01,34.75,25.75,5.595494455874253e-08
2022-10-01,34.75,26.0,4.1654206491011146e-08
2022-10-01,34.75,26.25,2.57285700561275e-08
2022-10-01,34.75,26.5,3.0408951286489815e-08
2022-10-01,34.75,26.75,2.5736643330301672e-08
2022-10-01,34.75,27.0,1.4228216248356409e-08
2022-10-01,34.75,27.25,1.8356918916358442e-08
2022-10-01,34.75,27.5,1.2351654628166833e-08
2022-10-01,34.75,27.75,1.4663297854580624e-08
